,,,,Blue,Basecamp,Basecamp,Asana,Asana,Asana,Asana,Asana,ClickUp,ClickUp,ClickUp,ClickUp,Monday,Monday,Monday,Monday,Monday,Trello,Trello,Trello,Trello,Airtable,Airtable,Airtable,Airtable,Notion,Notion,Notion,Notion,Wrike,Wrike,Wrike,Wrike,Wrike,Jira,Jira,Jira,Jira,Microsoft Projects,Microsoft Projects,Microsoft Projects,Microsoft Projects,Smartsheet,Smartsheet,Smartsheet,Zoho Projects,Zoho Projects,Zoho Projects
Views,Calendar View,📆,Timeline view of tasks and events,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅
Views,List View,📝,"Simple, linear display of tasks or items",✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Views,Database/Table View,🗃️,Spreadsheet-like view for managing structured data,✅,❌,❌,✅ (List View),✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Views,Gantt Chart/Timeline,📊,Visual representation of project schedules and dependencies,✅,❌,❌,❌,✅,✅,✅,✅,✅ (60 uses),✅,✅,✅,❌,❌,✅,✅,✅,❌,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,❌,✅,✅
Views,Map View,🗺️,Geographical representation of location-based data,✅,❌,❌,❌,❌,❌,❌,❌,❌,✅ (100 uses),✅,✅,❌,❌,✅,✅,✅,❌,❌,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,❌,❌,❌
Views,Mindmaps,🧠,Visual tool for brainstorming and organizing ideas,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Views,Whiteboard,🖍️,Digital canvas for freeform collaboration and ideation,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Views,Activity,📊,Log or feed showing recent actions and updates,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,,,,,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,,,✅,✅,✅
Features,Chat,💬,Built-in messaging functionality for team communication,✅,✅,✅,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,-,-,-,-,❌,❌,❌,✅,✅,✅
File Storage,File Storage (Total),💾,The total amount of cloud storage provided for file uploads,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,✅ (2GB),✅ (2GB/user),✅ (5GB/user),✅ (10GB/user),✅ (15GB/user),2GB,250GB,Unlimited,Unlimited,✅,✅,✅,✅,❌,✅ (1TB),✅,✅ (5GB),✅ (100GB),✅ (120GB)
File Storage,File Storage (Per File),📄,The maximum size allowed for a single file upload,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,5GB,10MB,250MB,250MB,5GB,5GB,5GB,5GB,5MB,5GB,5GB,5GB,2GB,5GB,5GB,5GB,5GB,2GB,2GB,2GB,2GB,-,-,-,-,10MB,10MB,10MB,10MB,10MB,10MB
File Storage,Share Files via Link?,🔗,Ability to share files with external users via a URL,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,,,,,,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,-,-,-,-,❌,❌,❌,✅,✅,✅
File Storage,File Management (Folders),📂,Options for organizing uploaded files into folder structures,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,,,,,,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,-,-,-,-,❌,❌,❌,✅,✅,✅
Features,Dashboards,📊,Customizable overview pages for project or team metrics,✅,❌,❌,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅ (1 Board per Dashboard),✅ (1 Board per Dashboard),✅ (up to 5 board per Dashboard),✅ (up to 10 board per Dashboard),✅ (up to 50 board per Dashboard),❌,❌,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Multiple Assignees,👥,Ability to assign a task to more than one team member,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Repeating Tasks,🔁,Option to set tasks that automatically recur on a schedule,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Checklists,☑️,Ability to create lists of sub-items within a task,✅,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Sub-tasks,➗,Capability to create hierarchical task structures,❌,❌,❌,✅,✅,✅,✅,✅,❌,✅ (100 uses),"✅ (1,000 uses)",✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅
Features,Multi-Homing Tasks,🏠,Ability to have a task appear in multiple projects simultaneously,❌,❌,❌,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌
Features,Free View-Only Guests?,👀,Option to invite external viewers at no additional cost,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,✅,✅,✅,❌,✅ (Single Board),✅ (Single Board),✅ (multi-Board),✅,✅,✅,✅,10,250,250,250,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,❌,❌,✅ (10)
Features,Custom Permissions,🔒,Ability to set specific access levels for different users or roles,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,❌,❌,❌,❌,✅,❌,❌,❌,✅ (Organization Wide Permimssion),❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,,,,❌,❌,✅
Features,Dark Mode,🌙,Option for a darker color scheme to reduce eye strain,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅
Features,Color Themes,🎨,Customizable color options for the user interface,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,,,,✅,✅,✅
Features,Forms,📝,Built-in tool for creating and managing data collection forms,✅,❌,❌,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅
Features,AI,🤖,Artificial intelligence features for task management or automation,✅,❌,❌,❌,✅,✅,✅,✅,❌,✅,✅,✅,❌,❌,❌,✅,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅ (Paid Add-on),✅  (Paid Add-on),✅  (Paid Add-on),✅  (Paid Add-on),❌,✅,✅,✅,✅,❌,❌,✅,✅,❌,❌,✅,✅,❌,❌,✅,✅,✅,✅
Features,Time Tracking,⏱️,Built-in tools for logging and monitoring time spent on tasks,❌,✅,✅,❌,❌,✅,✅,✅,✅ (60 uses),✅,✅,✅,❌,❌,❌,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,✅,✅
Features,Docs,📄,Integrated document creation and editing capabilities,✅,✅,✅,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Features,Wiki,📚,Collaborative space for sharing and organizing team knowledge,✅,✅,✅,❌,❌,❌,❌,❌,✅ (1 Wiki) ,✅,✅,✅,,,,,,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Features,Automations,⚙️,Tools for creating automated workflows and actions,✅,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,"✅ Basic (button, slack, sprint)",✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,✅,✅
Features,Automation Rules,🤖,The number of automation rules allowed,Unlimited,❌,❌,❌,Unlimited,Unlimited,Unlimited,Unlimited,5,500,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,not stated ,not stated ,not stated ,not stated ,Unlimited,Unlimited,Unlimited,Unlimited,Not stated ,Not stated ,Not stated ,Not stated ,❌,"1,000","2,000","3,000","4,000",100,"1,700",1000/user,Unlimited,❌,❌,❌,❌,250,Unlimited,Unlimited,❌,-,
Features,Automation Actions per Month,📊,The number of automated actions allowed per month,Unlimited,❌,❌,❌,250,"25,000",-,-,100,500,"10,000","250,000",,,250,"25,000","250,000",250,"1,000","10,000","10,000",100,"25,000","100,000","500,000",,Custom ,Custom ,Custom ,❌,50,200,"1,000","1,500",Unlimited,Unlimited,Unlimited,Unlimited,❌,❌,❌,❌,✅,✅,✅,❌,-,-
Features,"Advanced Automation (Email, SMS)",📨,Capability to automate external communications like email or SMS,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Features,Integrations,🔗,Ability to connect and sync with other software tools,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌,❌,✅ 250 actions," ✅ 25,000 actions"," ✅ 250,000 actions",✅,✅,✅,✅,❌,✅ (Standard sync),✅ (Premium sync),✅ (On-premises sync),✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Dependencies,🔗,Feature to link tasks that rely on each other,✅,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,✅,✅,✅,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Time Zone Support,🌐,Accommodation for teams working across different time zones,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌
Features,Multi-Language,🌍,Availability of the interface in multiple languages,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Data Export,📤,Ability to extract and download project data,✅,✅,✅,✅,✅,✅,✅,✅,✅ (5 export),✅ (5 export),✅,✅,✅,✅,✅,✅,✅,❌,❌,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Templates (Company Made),🏢,Pre-made project templates provided by the software company,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅ (200),✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
Features,Templates (Self Made),🛠️,Ability for users to create and save their own project templates,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,✅,✅,❌,❌,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
Features,Templates (Bundles),📦,Collections of related templates for specific use cases,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅ (Parent & Child template),❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Features,Custom Domain,🌐,Ability to use your own domain for the software interface,✅,❌,❌,❌,❌,❌,✅,✅,❌,❌,❌,✅,❌,❌,❌,❌,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅ (add on),✅ (add on),✅ (add on),❌,❌,❌,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅
Features,Upload Company Logo,🖼️,Option to display your company's logo within the software,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,✅,✅
Features,White Label,🏷️,Ability to remove the software's branding entirely,❌,❌,❌,❌,❌,❌,❌,✅,❌,❌,❌,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅ (add on),✅ (add on),✅ (add on),❌,❌,❌,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅
Custom Fields,AI,🤖,AI-powered custom fields for intelligent data processing,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,❌,❌,❌,❌,❌,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Custom Fields,Single Line Text,🔤,Custom field for short text entries,✅,❌,❌,❌,✅,✅,✅,✅,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,Multiple Line Text,📝,Custom field for longer text entries or descriptions,✅,❌,❌,❌,✅,✅,✅,✅,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,URL / Link,🔗,Custom field specifically for web addresses,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌
Custom Fields,Currency,💱,Custom field for monetary values with currency selection,✅,❌,❌,❌,✅,✅,✅,✅,✅ (60 uses),✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,Country,🌎,Custom field for selecting countries from a list,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,❌,❌,❌
Custom Fields,Date,📅,Custom field for date selection,✅,❌,❌,❌,✅,✅,✅,✅,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,Formula,🧮,Custom field that calculates values based on other fields,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,❌,❌,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,File,📎,Custom field for file attachments,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌
Custom Fields,Single Select,☑️,Custom field for choosing one option from a list,✅,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,Multiple Select,✅,Custom field for choosing multiple options from a list,✅,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,Location / Map,📍,Custom field for geographical locations,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,❌,❌,❌
Custom Fields,Phone Number,📞,Custom field formatted for phone numbers,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Custom Fields,Email,📧,Custom field formatted for email addresses,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,✅,✅,✅,❌,❌,❌
Custom Fields,Star Rating,⭐,Custom field for rating on a star scale,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,✅,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
Custom Fields,Checkbox,☑️,Custom field for true/false or yes/no options,✅,❌,❌,❌,❌,❌,❌,❌,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
Custom Fields,Number,🔢,Custom field for numerical values,✅,❌,❌,❌,✅,✅,✅,✅,✅ (60 uses),✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,❌,❌,❌,✅,✅,✅,❌,❌,✅
